,0,1,2,3,4,indicator
7348,0.5376212067114694,0.34071715824821314,0.5926741320769559,0.2291195756240602,0.27294323913761204,0.0
5273,0.6422998503707845,0.8324879789543975,0.4062617599346865,0.5951711393767387,0.3451280577288949,1.0
2669,0.3481366229837052,0.32501377023799627,0.18378027286237603,0.4440008686376729,0.7404440068627909,1.0
2464,0.32817642036178807,0.6311256292307592,0.6695737402385897,0.6579547953306628,0.4973959516505574,0.0
5901,0.43986863987747793,0.2531107977805991,0.40309282295836896,0.34367321741481965,0.8027847261401138,1.0
5007,0.6375709388117514,0.17860051848401914,0.7315407560800855,0.1962506538683741,0.3010754848013796,0.0
3438,0.7432878260072959,0.4912327712524216,0.38152045192166634,0.6501793955319792,0.6339573494986313,1.0
378,0.3719345977041194,0.9609754645195727,0.3482992343950317,0.6121491816914124,0.30225315051616797,1.0
6174,0.525319518273791,0.5382259680105144,0.659278149961624,0.6138809939072443,0.481712624165167,0.0
5950,0.5463887270711432,0.42450400559741563,0.3489476918105143,0.804955332083187,0.39754294996599904,0.0
1335,0.43860606996633933,0.5004731857844356,0.7130969263118505,0.1470264866201117,0.7110870675013099,0.0
1223,0.47966117321519597,0.6363104694215649,0.19486570553229848,0.34856954769380805,0.4992339221289935,1.0
5306,0.27906289124986206,0.6714368047093149,0.38799758476188856,0.5277192388220946,0.8238997059449162,1.0
668,0.7473606416439013,0.3618414476720322,0.46957565371948784,0.6429052379124833,0.5121190580608541,1.0
2864,0.466596804464917,0.22995553116965128,0.4694374578768441,0.6561260125570043,0.23528083915776232,1.0
8318,0.2220644662324209,0.2946363062160662,0.4643167703844183,0.8194080425468566,0.6272955301682386,1.0
3279,0.4338292981990468,0.7743148376175255,0.4231918137034997,0.5752552988946722,0.7281906932100042,1.0
4567,0.2431951886103275,0.15900318363649124,0.24592162807459172,0.6015015412855564,0.12482475433989904,1.0
7277,0.35170954902177254,0.6394430656484134,0.5765477402853637,0.7324418415664979,0.6678381682616594,0.0
5595,0.5583047444441052,0.28362224249654955,0.30077262106487335,0.7093054859385861,0.6570369830714673,1.0
2420,0.6216499322322941,0.5660684322344789,0.6835070703119186,0.7126243374247625,0.430771859921653,0.0
3315,0.49556559021326274,0.5105919181994696,0.35935596485148197,0.5583974454404035,0.9425091676668751,1.0
5513,0.5488229912219093,0.5825352975328411,0.5563785885739677,0.3140084214149234,0.5722480273886723,1.0
4159,0.5599836688050098,0.15622148922731416,0.4281902510274328,0.37696006861691306,0.6448813388340664,1.0
6605,0.42126658077276335,0.6787036623516376,0.438517732652701,0.5667341818484775,0.7823193170282801,1.0
7728,0.7125655361870155,0.5687650595363416,0.21778495451230684,0.9072114682025345,0.17512556604288432,1.0
4301,0.5186192359279242,0.1987295227522612,0.5694380957038101,0.29111380929032576,0.762964512258973,0.0
4398,0.6429119031567772,0.25361056703607043,0.4179552543122418,0.6615058298426209,0.23080095881820648,0.0
8374,0.5265704901590016,0.4860139042186904,0.48622081144346607,0.60440382910783,0.7842685073578601,1.0
2943,0.4039416258142109,0.5414755315099198,0.7481848507591203,0.24158507254353773,0.5710102083669106,0.0
2729,0.6085155348950835,0.6890180491134943,0.4169634333800364,0.5031761272144457,0.501654561345028,1.0
7365,0.4121660943016403,0.3196035022128081,0.5719649535343055,0.5934038168157874,0.6590626935088577,1.0
1954,0.24174367364388247,0.05263101929534664,0.7706778187168196,0.5327466842215245,0.5240863778106992,0.0
1189,0.5676901900079631,0.3108181967049255,0.7219924863983399,0.12300510392921965,0.6445209503818645,0.0
4359,0.5775424928180326,0.5197387589134377,0.6001515902089307,0.47380224288802913,0.3449871331970107,1.0
4672,0.22940146552068388,0.6980862027531969,0.2583528756428764,0.37412197257235574,0.5976757123530503,1.0
2820,0.5057068159983463,0.24996756816533638,0.2924904379107339,0.6439405010509696,0.8286018665698689,1.0
8334,0.6087492571390989,0.45447952753728593,0.18615086308618956,0.4418770768430212,0.7264944974868726,1.0
3337,0.8143647863966608,0.21557493667817185,0.47762503003101964,0.5757893198539707,0.5977359719379509,1.0
5169,0.4430757142622246,0.3891905226735741,0.4045491945308463,0.6581460048813068,0.4482043626770411,1.0
1406,0.936515048658857,0.7114225985023936,0.2716505048400436,0.5623418253136863,0.22444001230060734,1.0
1561,0.2557764041539138,0.4541264990419316,0.48340480538836217,0.8053923824846589,0.3609557637788138,1.0
330,0.16719699496616316,0.4505409204686346,0.6913650985336357,0.6090543185359905,0.4370618659226362,0.0
1175,0.23082376520662692,0.7416703351856695,0.5378837326484488,0.6041634513870204,0.5520377915808008,1.0
5412,0.7331470406535767,0.3234357753973165,0.34446270519425015,0.7351775039232105,0.6816830470179398,1.0
3680,0.8190705019038379,0.41551879238734446,0.8035694923109958,0.3888614973619911,0.4954270999043871,0.0
6074,0.6765458847267799,0.4594814734473658,0.4128356298647594,0.607341627275223,0.2510775651918107,1.0
2648,0.5246938121155035,0.37159651820329764,0.5731481225563254,0.44669282595423804,0.5465616619487239,1.0
5668,0.538260419431597,0.9324290699825821,0.6875902259395722,0.10866575341343193,0.23445962961185762,0.0
214,0.9172191633448353,0.26787632093267577,0.8315998613789394,0.07182240456936195,0.30041124775441386,0.0
4908,0.4784615849891596,0.6763409234459832,0.5513291250927506,0.5828422207077213,0.5881401378626648,1.0
4180,0.5528704086498372,0.9155475025360631,0.7648863498650996,0.33221430220123166,0.5409677232339971,0.0
547,0.498024224899523,0.5550437351265478,0.48377368198372683,0.38649459628152066,0.798550241535189,1.0
5729,0.5409068246895252,0.7868069423266277,0.5465060901844808,0.6195489913013312,0.8027777649358616,1.0
1545,0.565725866122959,0.1114315305486615,0.6229166976721441,0.4531420509409559,0.30032808527613375,1.0
3299,0.6966361614116354,0.4670184191554112,0.4210614716368978,0.6182064270993102,0.2984495697683508,1.0
8422,0.4981468116292672,0.5364267986908171,0.4362874643614182,0.49374266745517853,0.5190479538230908,1.0
6400,0.3093014406216308,0.8065382578681757,0.6056464695214384,0.2538962360399956,0.5934383051051187,0.0
172,0.7635962630279598,0.886669346280547,0.34433195066621025,0.6399688055275949,0.20249457677020638,1.0
1726,0.5691691585294525,0.46414315092818836,0.4224338626588454,0.5084057084245563,0.398528943438515,1.0
4456,0.49388725309417714,0.21323133787166348,0.4472155663797154,0.49383554066549123,0.5840770795548209,1.0
2210,0.5828681888757608,0.3706224998245491,0.44264553616797797,0.7169538679643421,0.8125891837871109,1.0
594,0.845151672817046,0.48219439110027906,0.4161820953466271,0.5199602284134661,0.31855767248788075,1.0
5882,0.42112373420025884,0.634713334481739,0.7102288310545193,0.6024015919560874,0.5418254392480029,0.0
1615,0.4953885368047938,0.4838893532135162,0.3806402507085194,0.46237474067204704,0.5071391400723424,1.0
1755,0.32890107676659963,0.27193614862924975,0.7246671074759697,0.35587921565842334,0.45312343655205073,0.0
5473,0.8026283182098991,0.3367019907829789,0.4709172164380765,0.643360043486515,0.45488286764205366,1.0
6515,0.50308624938046,0.13323210347562942,0.21876720804002148,0.27118294520070857,0.7808232957816219,1.0
2191,0.528088216640554,0.7406878100961896,0.5598706912130831,0.48008211084417657,0.5110283808297362,1.0
231,0.7921530986401829,0.5770250756565585,0.3463357903845458,0.6513239212708333,0.41499006593642046,1.0
5518,0.522753565145084,0.5703834612529959,0.1471137266741363,0.5503079156656618,0.5515507729779655,1.0
4568,0.6886765389846354,0.3849605607623714,0.5913910368302551,0.4458364803238543,0.6007893899344069,1.0
6385,0.7164511684937718,0.8265460415084949,0.2554964738799227,0.3963214014021123,0.7206206227110723,1.0
3842,0.5346046922970316,0.3944072630296225,0.5191029176331516,0.8458960284410548,0.6620843875439506,0.0
8511,0.27859339141546424,0.23859622259509972,0.4413305495729748,0.4557370376996945,0.4978333384612434,1.0
7250,0.5140858758946629,0.522545973454809,0.7313100753273647,0.4791547445235536,0.37521688003820486,0.0
7926,0.20628850838228976,0.19577556745077263,0.5190880350039438,0.25467882941513104,0.40908659275780757,0.0
3039,0.32643862500851506,0.36321740813284076,0.6784926873138342,0.6464480777294139,0.929076806686242,0.0
6379,0.598165251022388,0.8479616857748655,0.5078718478059815,0.7056206047411773,0.5283252198106521,1.0
1880,0.6573799266652417,0.22404336721130869,0.7273598003176378,0.1974730292099905,0.7609081406394946,0.0
3653,0.5553497436102218,0.4184642409781014,0.6269009901200603,0.2570689487981797,0.5780469230866108,0.0
6812,0.7251110767900893,0.827345672317249,0.47416481874020666,0.5493532336949469,0.3400372918619856,1.0
4690,0.3789568353773264,0.6726362509224464,0.38759150159350436,0.4109380057663338,0.8695868333976049,1.0
7384,0.4258400200601805,0.48860632431409323,0.5692106040859195,0.29492161091314856,0.3874975602573265,1.0
7310,0.4269686988365565,0.15819079276163983,0.30209611201942393,0.5049420839928924,0.5940866004629574,1.0
1515,0.41365225653541426,0.10585750834189323,0.5286511873148972,0.5777341941405199,0.4352328227901113,1.0
216,0.5305820858359622,0.4339443278316182,0.8094024199155091,0.25156757686965386,0.40610092694014216,0.0
1038,0.445827235805778,0.6883715390979059,0.4872030649711808,0.25437016256909145,0.2747052208978753,1.0
323,0.21941762054312822,0.09742735800704772,0.4678769078999121,0.34775554132106684,0.44045011252972666,0.0
5605,0.6190402295880616,0.4296994791766353,0.3106196063757183,0.6149845461709604,0.3702515221257626,1.0
4507,0.7318828558274355,0.21216587235255213,0.3932787920407698,0.5460521373813305,0.2925015129991456,1.0
2602,0.4016114502758862,0.4593921529846856,0.4149936110998901,0.4891618329347525,0.5571168668756836,1.0
3870,0.5100849973809015,0.6527688280091957,0.7558175134528338,0.14753046036430878,0.6001228147730359,1.0
7328,0.5025430506977608,0.7047597173220022,0.7643580165282228,0.4659899669617213,0.4382523381276901,0.0
2629,0.8100105351182353,0.05098922412418094,0.53803043285064,0.6827068716615154,0.5144448973655456,1.0
893,0.4163548901975247,0.6008672591590689,0.2703121312562852,0.4510646957514604,0.5336199330204618,1.0
6298,0.7922238612793885,0.6750755502246835,0.6366342296219598,0.25789114986594847,0.24173291899820515,0.0
6362,0.6125971591589757,0.40698868820140466,0.29649811734740517,0.6247485252963407,0.2743695420638207,1.0
1850,0.3694615755932905,0.4995246875378814,0.27194071610959564,0.6149613278683823,0.4342118107404793,1.0
3570,0.7742088971833534,0.5460521418834281,0.8252332852128321,0.1194759219373352,0.5235900598892065,0.0
4401,0.40706149478881604,0.25833604484737904,0.45171968780496097,0.5200531016237788,0.49689734875362296,1.0
324,0.5035451788621133,0.03754436781315851,0.25403478708272825,0.5287681597856269,0.37948595810853564,1.0
1215,0.760851788386236,0.5608835920436734,0.449157749491333,0.4536091485575288,0.3597563110888849,1.0
4046,0.26271495986789406,0.43738741900016365,0.21285136292992196,0.5005866035857254,0.346217353346955,1.0
4464,0.536540975385172,0.40646339881373916,0.6682821406323416,0.7162491241919688,0.507230964201715,1.0
3441,0.6192510494011307,0.5905124655212379,0.6510480560097119,0.2396306377794561,0.2910228681936361,0.0
4985,0.505492032302998,0.41232877586305894,0.41889604908716327,0.36573060486409775,0.7499999335762955,1.0
8010,0.6465024464494186,0.2795964416429011,0.34100887217309767,0.3232178928434363,0.5884815025658414,1.0
5840,0.3865664616801223,0.22946426862491154,0.21488922008644679,0.6118391490628683,0.49359082987279124,1.0
1730,0.6486491089192636,0.7408302975009411,0.6412637903505284,0.47671409118783475,0.5110910316680061,0.0
4472,0.4773561022646393,0.47864496604759066,0.22092837840998242,0.4241560488458455,0.40819614314212715,1.0
3043,0.12257909560061922,0.17342205832626223,0.7315705213385011,0.2088377054307609,0.6266576500472965,0.0
1129,0.5783179456401993,0.5503926910341395,0.5924732165826506,0.5697033930134763,0.5567805503740638,0.0
2825,0.705291959015219,0.4819136696461419,0.2615515778776095,0.5246284730141864,0.2499212613404527,1.0
7790,0.2777608293263867,0.8867671734539586,0.6635367080049409,0.5972170815686286,0.5891437734711482,1.0
2002,0.36342282115667857,0.5074082817082326,0.36784437872464365,0.5478563360699062,0.6760185928983071,1.0
3346,0.44970112327615164,0.06859598866055461,0.41938079758136004,0.5650351484127558,0.41302982270237887,1.0
664,0.5038546553007971,0.40507255160915046,0.5536986522716206,0.17436398923217072,0.6142451851980566,0.0
1926,0.34649014373330767,0.21067081794150355,0.5042723776275813,0.5345563460401186,0.08742762406712556,1.0
3102,0.4373461426433869,0.1822265039332902,0.6028198330169002,0.33618190037709256,0.4716045304792609,0.0
208,0.5739380025321869,0.28036629896409515,0.5074583233229935,0.6520559806932984,0.45740553366850206,1.0
5955,0.4768422656728969,0.3089212002118171,0.4015949926330985,0.32917543612849826,0.47666282843931457,0.0
747,0.5771822199619937,0.39745691882683953,0.7818472319372718,0.17931904815885685,0.5051202314223128,0.0
1965,0.4203725051031314,0.5856083467845696,0.6218419592343524,0.6718079272748132,0.38946518980733036,1.0
7653,0.4077102501885046,0.5320394626310831,0.7078965104486687,0.2470741524295223,0.6876935952085235,0.0
798,0.20057816893302863,0.15162148539929432,0.7971051160100946,0.35388517320170837,0.4819672129405281,0.0
88,0.6153298889643168,0.30458490441647146,0.393643416456361,0.24299319430577965,0.387252058244768,1.0
734,0.6770952494485799,0.311050004572357,0.4620684303290974,0.4317784810040141,0.9014494343171322,1.0
196,0.4750686485686568,0.04511746704181252,0.44065764212379366,0.6748126487849315,0.7410960750870563,1.0
7832,0.568799196183398,0.4964005980217643,0.5675809561876657,0.4051989876820076,0.15384123236058742,0.0
7582,0.42003528148849356,0.6822509607266432,0.8188720242714421,0.16387887694436215,0.48497153053447234,0.0
6055,0.6018245016078682,0.6870848990997773,0.5603214222690907,0.5919123823207648,0.5169648533048423,0.0
1174,0.4974601791322445,0.7129984666653906,0.6542371908399544,0.25874612971382754,0.4237357297305541,0.0
7023,0.6170163006584155,0.6456891180029645,0.4545569547589332,0.36071271994220006,0.6638478571951991,1.0
2244,0.6885643757971808,0.3991263608078821,0.5052163615373331,0.5280552213182259,0.4024505989638009,1.0
6817,0.2619443517907353,0.36945708045434333,0.3912430609741318,0.5626846367223406,0.6200972729987163,1.0
3365,0.6408257265943028,0.24857884763843074,0.3653664209615454,0.704493834174883,0.697702212754276,0.0
5810,0.4250722013816626,0.5023744356329098,0.3911133694910353,0.4863879286679114,0.46018863375632485,1.0
4108,0.7193151468456893,0.24118438933513664,0.37548979795767806,0.6001794638211042,0.701311889423343,1.0
5712,0.7259882692574211,0.4330660099485981,0.6786978549879131,0.29077236366417597,0.603806673435508,0.0
7435,0.3588783035288535,0.633033259112282,0.4851673339045428,0.34666154953488276,0.703956349954723,1.0
2688,0.5152747469575001,0.5286622984707061,0.4413815757302587,0.4694057890057241,0.35827756000544786,1.0
1153,0.40198493607285557,0.4647513807454855,0.40420795710401036,0.6208738003307925,0.7556458421975767,1.0
198,0.5789189876420832,0.27161714697682116,0.47941838685055926,0.7673362187765047,0.9239971468627579,1.0
7334,0.3752316668976484,0.7256521988783902,0.897838191803073,0.35082308882639673,0.4874957375908696,0.0
6813,0.42798213140592734,0.5194048705172292,0.6725874726531688,0.6272588335397942,0.3676456936210341,0.0
6908,0.5606865972625136,0.4671460198163826,0.5268631457200746,0.23798760142642333,0.1859819094774564,1.0
1097,0.43168938901012177,0.41565064640368155,0.38324896299965766,0.44177054580766234,0.545148324929672,1.0
548,0.4397855451600704,0.39210832445445387,0.3248644086174675,0.38685789442774404,0.6624318632279593,1.0
7610,0.6637971584542857,0.6993962362058368,0.7510423155670175,0.09974719365839863,0.8204092199715569,0.0
5875,0.696133188793547,0.37436545254637754,0.3706455021505399,0.5975557956297692,0.47581637788562514,1.0
7287,0.5690001796959967,0.44684475465582896,0.49460610995711674,0.44273888560342317,0.4701549526869266,1.0
5385,0.372662630749391,0.40294162057092775,0.3859586645604202,0.4674199412440367,0.4623869395479989,1.0
2407,0.3614357416511831,0.39228058534676524,0.3998473467461257,0.5951233369890778,0.488535720250563,0.0
1321,0.6701305614736481,0.4106487004936019,0.5360616736154371,0.5089875317715156,0.5236530827002226,1.0
3880,0.5271790194940794,0.4662740819664113,0.6252288204240698,0.7217545934680085,0.7727611584782978,1.0
4253,0.47600588651199505,0.41695004646790723,0.627213525333424,0.6132882443002481,0.031014609335888885,0.0
1971,0.561334031368109,0.2668789090994157,0.47893151226647557,0.6476472347684521,0.48707243260557936,1.0
6181,0.37728686645416354,0.22456014988824302,0.7986167659196295,0.22352942783273538,0.40767033309574907,0.0
7564,0.49002731261700794,0.48103960511848776,0.46601339011410714,0.4459307193166718,0.637885381699568,1.0
4989,0.5530167786732563,0.7007849567327424,0.22733428723899585,0.417985443490066,0.34213086075609417,1.0
7844,0.5570897411203165,0.29163769068323764,0.636837271206152,0.5637977494635888,0.6897061271829021,1.0
5763,0.1141242815096343,0.6335138882686078,0.46661719964196635,0.6430404503804388,0.3735794560089886,1.0
6468,0.312449790824464,0.34488757318429575,0.3628321218164461,0.4131109657311512,0.45278361287882307,1.0
1981,0.26253864051169906,0.5798939638507328,0.41659987200938875,0.47182322403886473,0.7273825027102201,1.0
2317,0.594715645766339,0.3915022213148396,0.5240163113616116,0.6460574639330985,0.6077673329601916,1.0
5939,0.7723902092694946,0.08229604629351983,0.20916259697627493,0.4200983090246811,0.4503559061806089,1.0
6014,0.5930922157573423,0.5027274641282642,0.530462615898475,0.66341792534906,0.6212113845128511,1.0
8033,0.528993743525659,0.21581525125633472,0.16073239544421453,0.6829991491174998,0.5497545697250426,1.0
7396,0.3420574956720278,0.2600948072911018,0.5690245712208221,0.30212884518991884,0.34944703328619375,1.0
2598,0.19019896340074086,0.37788723078918873,0.6421811981366948,0.41324617819910653,0.4351887174501928,0.0
2208,0.5458619711593797,0.4085645563644018,0.6177471101123212,0.8357564591269098,0.6440108163297948,0.0
4863,0.6200251809292046,0.5980898181052576,0.30831067275862284,0.44365669144651393,0.4018255253331242,1.0
937,0.6223612288857204,0.5748941446183358,0.5091985278953624,0.3314276114785825,0.8410780981756172,0.0
5072,0.8667009518015406,0.19243668348868725,0.7178147197707224,0.852095315229431,0.5938998170053505,1.0
3202,0.33802417204775914,0.5027806310703355,0.6399094710926189,0.17504824626697496,0.4022436758389301,0.0
4959,0.8190517101656257,0.4364729475965352,0.7211048438705892,0.5193565525464332,0.5940046070418799,0.0
1793,0.6656108548126817,0.568535378346593,0.5920246116165299,0.6525203467448624,0.7057767845751193,1.0
622,0.46413802296820206,0.5103260834891123,0.6203515702236859,0.2683598727637018,0.6319222334646557,0.0
6050,0.6903638315414629,0.25876138038395036,0.48551707569092595,0.597402827989254,0.42870225670019896,1.0
5698,0.44230554661643007,0.5686353321976874,0.36941874828584,0.7590868924487251,0.28939362756483844,1.0
2521,0.6475299728224486,0.7346076386009011,0.4685147348659606,0.415906722518066,0.6299660819308235,1.0
5557,0.4799095765046898,0.6161474383103971,0.47030490255067003,0.6836410668946613,0.5811907304604178,1.0
5244,0.44000150333905697,0.5734799039592358,0.278274337882457,0.5692417585269216,0.4545663719739154,1.0
7813,0.15657540537302775,0.256819723659502,0.3598694155591509,0.7378271219821328,0.40683323499968094,1.0
8329,0.6467982695158074,0.3311088284770647,0.5825975290583335,0.6105621424210681,0.4584166087319115,0.0
6251,0.6249315863280709,0.6096376779231716,0.5460192156003971,0.6394839527384624,0.4188347762421858,1.0
3649,0.2876416133646843,0.6194693088510197,0.6239680491211808,0.46232830406689057,0.20496112805092714,0.0
7788,0.7663683380351829,0.5515666171150766,0.42907789355518366,0.5266498311209933,0.449066914336749,1.0
4303,0.5189408976343551,0.34250144082413003,0.33530244691685074,0.37100389111435567,0.6895191843084043,1.0
6167,0.6697356413502804,0.2387642301320454,0.36674519025315344,0.3785798866673677,0.5532125877915464,1.0
